"Category","Phase","Order","System","Project","ScopeArea","ItemType","ItemName","Action","Details","AcceptanceCriteria","Owner","TimeboxMinutes","Notes","Track","ExecutionMode","Priority","Risk","DependsOn","ProjectPath","FileTargets","Status"
"System","Phase 18: Debug Admin Tools","179","Debug Work","Global","Global","FeatureItem","Task179","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task178","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 18: Debug Admin Tools","180","Debug Work","Global","Global","FeatureItem","Task180","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task179","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 18: Debug Admin Tools","181","Debug Work","Global","Global","FeatureItem","Task181","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task180","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 18: Debug Admin Tools","182","Debug Work","Global","Global","FeatureItem","Task182","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task181","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 18: Debug Admin Tools","183","Debug Work","Global","Global","FeatureItem","Task183","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task182","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 18: Debug Admin Tools","184","Debug Work","VAutoannounce","Project","RoadmapItem","Task184","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task177","VAutoannounce/**;VAutoannounce/VAutoannounce.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 18: Debug Admin Tools","185","Debug Work","VAutoannounce","Project","RoadmapItem","Task185","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task184","VAutoannounce/**;VAutoannounce/VAutoannounce.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 19: Documentation & Handover","186","Debug Work","Global","Global","FeatureItem","Task186","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task183","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 19: Documentation & Handover","187","Debug Work","Global","Global","FeatureItem","Task187","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task186","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 19: Documentation & Handover","188","Debug Work","Global","Global","FeatureItem","Task188","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task187","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 19: Documentation & Handover","189","Debug Work","Global","Global","FeatureItem","Task189","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task188","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 19: Documentation & Handover","190","Debug Work","Global","Global","FeatureItem","Task190","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task189","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 19: Documentation & Handover","191","Debug Work","All","Preparation","RoadmapItem","Task191","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task185","**/*.cs;**/*.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 19: Documentation & Handover","192","Debug Work","All","Preparation","RoadmapItem","Task192","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task191","**/*.cs;**/*.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 19: Documentation & Handover","193","Debug Work","All","Preparation","RoadmapItem","Task193","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task192","**/*.cs;**/*.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 20: Deployment & Finalization","194","Debug Work","Global","Global","FeatureItem","Task194","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task190","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 20: Deployment & Finalization","195","Debug Work","Global","Global","FeatureItem","Task195","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task194","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 20: Deployment & Finalization","196","Debug Work","Global","Global","FeatureItem","Task196","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task195","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 20: Deployment & Finalization","197","Debug Work","Global","Global","FeatureItem","Task197","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task196","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 20: Deployment & Finalization","198","Debug Work","Global","Global","FeatureItem","Task198","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task197","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 20: Deployment & Finalization","199","Debug Work","Global","Global","FeatureItem","Task199","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task198","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 20: Deployment & Finalization","200","Debug Work","All","Preparation","RoadmapItem","Task200","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task193","**/*.cs;**/*.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 20: Deployment & Finalization","201","Debug Work","All","Preparation","RoadmapItem","Task201","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task200","**/*.cs;**/*.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 20: Deployment & Finalization","202","Debug Work","All","Preparation","RoadmapItem","Task202","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P3","medium","Task201","**/*.cs;**/*.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
